"MGS"	"meanTE.IBDHC"	"stdevTE.IBDHC"	"IBDHC"	"meanTE.CDHC"	"stdevTE.CDHC"	"CDHC"	"meanTE.UCHC"	"stdevTE.UCHC"	"UCHC"	"meanTE.CDUC"	"stdevTE.CDUC"	"CDUC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum butyriciproducens;MGS.461"	2.39869191615757	0.0546738517242417	"robust"	2.63703056137456	0.105547074966397	"robust"	1.74719426515471	0.116413426207784	"robust"	0.551211579030234	0.11339602513349	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Limivicinus;Limivicinus sp900547315;MGS.647"	7.28999974362538e-16	5.44813227076933e-31	"non-sig"	7.77243789146215e-16	3.86467663733161e-17	"non-sig"	-3.67783668137901e-15	9.69957314136348e-16	"non-sig"	-1.67317251622085e-15	2.03973572777075e-15	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_C;MGS.983"	4.43012534238388	0.06244234193766	"robust"	5.52977673087579	0.0762605422961863	"robust"	3.14058996055906	0.0889437818874713	"robust"	2.30984337795429	0.242441540069341	"variable"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Copromonas;Copromonas sp000435795;MGS.379"	0.137286160140224	0.0779512239180603	"non-sig"	0.423317243979206	0.0680589892463564	"non-sig"	0.00378649195501053	0.000497483606264817	"non-sig"	-0.0783913054145227	0.0203664689530966	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A faecis;MGS.1346"	1.58076729946791	0.0660288545097534	"variable"	1.80236063087659	0.118873139549055	"variable"	1.65917246876399	0.10316537561533	"non-sig"	1.39613690341208	0.198910711703759	"variable"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira rogosae_A;MGS.161"	2.92526626943248	0.0976983677684413	"robust"	3.12020282462057	0.137418770718449	"robust"	2.47636403536827	0.127883398073536	"robust"	-0.275466266980657	0.133003580292069	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimivicinus;Fimivicinus sp900544375;MGS.282"	-0.0395783802405495	0.04692856504936	"non-sig"	-0.19220221388563	0.0712238413616417	"non-sig"	0.364139966683456	0.0984058994427379	"non-sig"	-0.332070050387942	0.062384214068282	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;UBA738;UBA738 sp003522945;MGS.1434"	1.61987485514587	0.0474954806015875	"robust"	1.8015621066837	0.0695098476213617	"robust"	-1.54823190633191e-15	2.37414158316792e-15	"non-sig"	1.20967896303293e-15	1.96935591123435e-15	"non-sig"
"Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis;MGS.945"	2.14191924580103	0.0865852910972673	"robust"	2.9400527915709	0.103741784823419	"robust"	0.896358871288985	0.112087331877347	"non-sig"	2.0197273439748	0.13775263040341	"robust"
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter murliniae;MGS.928"	-3.80048098517254	0.114780519089101	"robust"	-4.15049988124775	0.0840342252698697	"robust"	-2.63397688649068	0.146919001705327	"robust"	-2.44413392790482	0.0862729820999751	"robust"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis;MGS.443"	-1.38078815009476e-09	4.84673964110071e-09	"non-sig"	-0.0070509991226331	0.0315330187048108	"non-sig"	-0.0424350301344499	0.0216017380246481	"non-sig"	-0.000614848118516632	0.00274940601113229	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Scatomorpha;Scatomorpha intestinigallinarum;MGS.956"	0.00437695488548987	0.0117186202396339	"non-sig"	0.0107292063562794	0.0240516706563973	"non-sig"	0.0669141427406508	0.0435108178528562	"non-sig"	0.355592427781609	0.115369314885518	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_E;MGS.957"	-1.02050920986425e-15	2.11247651074899e-29	"non-sig"	2.73429461621565	0.0366941132842485	"robust"	-3.67783668137911e-15	9.69957314136359e-16	"non-sig"	8.42345706673078e-07	2.69071586905932e-06	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-83;CAG-83 sp001916855;MGS.958"	3.52750869145449	0.0592539209605281	"robust"	3.90504487207216	0.0554037462228268	"robust"	3.7675250683899	0.0840832092581034	"robust"	0.324739858458744	0.0659933807183383	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter sp000434275;MGS.1005"	8.33562509279224e-16	2.99160960928202e-17	"non-sig"	9.35414556231688e-16	8.09718382494652e-17	"non-sig"	0.474777791660679	0.362421875434526	"variable"	0.0893180844276999	0.0713003692079357	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas;Sellimonas avistercoris;MGS.222"	2.30013347010947e-15	2.39517109843988e-15	"non-sig"	-1.39001766077378e-08	3.92660555297531e-08	"non-sig"	-0.309983911671884	0.259906106394463	"variable"	0.0974949264228904	0.0433917014622408	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA11774;UBA11774 sp003507655;MGS.103"	2.12243080043724	0.0621876447565532	"robust"	2.59484706699385	0.0958543013926973	"robust"	2.61366707683163	0.0984777009511532	"robust"	0.428265674731915	0.0829740168145447	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruthenibacterium;Ruthenibacterium lactatiformans;MGS.14"	0.643074379725531	0.061424578296975	"non-sig"	0.838517410028055	0.104077439900952	"non-sig"	1.21778783789391	0.101456693896279	"non-sig"	0.00103052005935956	0.0822176120018855	"non-sig"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;QAMH01;QAMH01;QAMH01 sp900544245;MGS.641"	2.89447047541599e-08	3.25012801202891e-08	"non-sig"	9.93327167200651e-16	8.99212198105703e-31	"non-sig"	0.210271364923077	0.00566816407256656	"non-sig"	0.0766068066769344	0.0553414355360419	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000434635;MGS.845"	2.00955294978248	0.0370997285459182	"robust"	2.39198133050434	0.0403417749356137	"robust"	2.03795184553101	0.0421282015226744	"robust"	0.478074019324647	0.0416838997753408	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A sp900551715;MGS.1447"	6.94465462308829e-15	4.52597459616373e-15	"non-sig"	7.79297998966129e-15	5.16288352585153e-15	"non-sig"	1.67178451527753	0.0612539451351705	"variable"	-1.39152838120588e-06	8.07602159452626e-06	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Merdisoma;Merdisoma sp900066385;MGS.971"	0.249418012824096	0.512076369892344	"variable"	1.63997472087247	0.0561216374948303	"robust"	1.16533475542247	0.0846726813854559	"robust"	3.12391652847895e-05	2.90142062567465e-05	"non-sig"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Coprobacillaceae;Erysipelatoclostridium;Erysipelatoclostridium spiroforme;MGS.381"	-3.07591270456043e-07	5.61605296089772e-07	"non-sig"	-0.0176912264397313	0.00520357476903656	"non-sig"	-0.263301123833443	0.0171534280506866	"non-sig"	0.134604255488661	0.0236498512131154	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola massiliensis;MGS.1354"	2.45847805594221	0.0317298190753484	"robust"	2.94229310769507	0.0393895057847443	"robust"	1.63891745071608	0.0468027350645686	"variable"	0.967916927610383	0.0467621521993923	"robust"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;MGS.923"	4.52266340299603	0.0768588134105988	"robust"	5.03498837928778	0.0898323560616343	"robust"	2.51248108396923	0.0934551341924522	"robust"	1.67458542332865	0.108644746820453	"robust"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A massiliensis;MGS.1521"	2.66747887175123	0.0727443575239654	"robust"	3.12480201739012	0.101258616752185	"robust"	2.77525819042527	0.102372826528637	"variable"	1.24058505563828	0.0715797617008985	"robust"
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;MGS.1506"	3.35468373988813	0.114188315393825	"robust"	2.74743104445916	0.113939881403371	"robust"	4.63403644788494	0.0762807684222949	"robust"	-0.940108319326346	0.135688459450992	"non-sig"
"Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister invisus;MGS.5"	-0.727636088456218	0.0569835805321465	"non-sig"	-0.632634344904944	0.0394550610115782	"non-sig"	-0.627963085064885	0.100034985211003	"non-sig"	-0.0820684777760534	0.168882829187152	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis;MGS.403"	2.39000374658143	0.0519367743102665	"robust"	2.43512345234518	0.0718814715668011	"robust"	2.85356460668819	0.0675102527157318	"robust"	0.359073055694554	0.0549240420521584	"non-sig"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania;Holdemania filiformis;MGS.1470"	-5.03673330929468e-15	3.513893124817e-29	"non-sig"	0.525229707081807	0.0356687527436497	"non-sig"	-1.90300592395674e-15	2.16628912515091e-29	"non-sig"	1.00273634669049e-06	2.46976431362447e-06	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus;MGS.1516"	1.78501807132557	0.0427855553728974	"robust"	1.91341711795402	0.0716213755817534	"robust"	1.96811045726765	0.0797393535110978	"robust"	-0.0689184539027253	0.0634643675919722	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster sp001517625;MGS.772"	-0.260476748984041	0.041826345115178	"non-sig"	-0.470570053008211	0.0562008897575953	"non-sig"	-0.133928823542344	0.0105673263685158	"non-sig"	-0.849525691059257	0.131243371603555	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Copromorpha;Copromorpha excrementipullorum;MGS.89"	1.22910225633995e-08	1.72024082528331e-08	"non-sig"	6.90714172152372e-08	6.49298554309645e-08	"non-sig"	7.3645108036431e-16	2.67006041111534e-17	"non-sig"	0.0235529282642173	0.0296414183732006	"non-sig"
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Parasutterella;Parasutterella gallistercoris;MGS.1345"	0.140223222196452	0.0445978980721711	"non-sig"	0.434633247185811	0.0713473944906749	"non-sig"	-0.189152842434414	0.0419720123251115	"non-sig"	0.633774100138482	0.148407182251533	"non-sig"
"Bacteria;Firmicutes;Bacilli;ML615J-28;CAG-313;CAG-313;CAG-313 sp000433035;MGS.767"	3.26631644294175e-08	1.46007304470717e-07	"non-sig"	0.488648259824167	0.0645324076819272	"robust"	0.293666606124606	0.093530624597248	"non-sig"	0.0231503717305569	0.0284242647559687	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella stercorea;MGS.469"	1.36396363692109e-08	2.87638772673525e-08	"non-sig"	0.138410642263	0.0227742170820005	"non-sig"	1.89396864194156e-11	3.85754470062184e-11	"non-sig"	-8.4920074600385e-16	2.36428110023023e-15	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp002404795;MGS.908"	2.67270264134616	0.0591347001360231	"robust"	3.01364813633657	0.103592039911954	"robust"	2.98645424637108	0.107469291192759	"robust"	0.281700761340909	0.0612078705378478	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus;MGS.846"	3.12427169632867	0.0818124146366959	"robust"	3.61735755973858	0.111859440623494	"robust"	2.34247905580242	0.113173493742544	"variable"	1.5299591855235	0.111870414464883	"variable"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E bromii_B;MGS.989"	5.03510843100542	0.0662456951997962	"robust"	4.87091666070534	0.0950169281137689	"robust"	4.70619828639129	0.100542657546149	"robust"	0.294859136946204	0.16993887500215	"non-sig"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis;MGS.1006"	-0.14465809406215	0.0495252501224313	"non-sig"	-0.320506519951906	0.0407306558571199	"non-sig"	-0.0451596855949835	0.0249455489944071	"non-sig"	-0.157991339675248	0.077208122720695	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;HGM13222;HGM13222 sp900757485;MGS.102"	3.47876901266037e-06	3.49024338453685e-06	"non-sig"	5.3738880557583e-06	5.18742833434104e-06	"non-sig"	-5.11921061476665e-06	3.8969505103344e-06	"non-sig"	-3.79610660533324e-15	9.41040830446343e-15	"non-sig"
"Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella atypica;MGS.959"	-1.08633036286832	0.0557561139298373	"variable"	-1.43269846406694	0.0680645132743098	"variable"	-0.716152697740423	0.0897532984306865	"variable"	-0.53384347093	0.110323063167204	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp000177015;MGS.214"	-1.60786302175923e-15	1.24282183642134e-15	"non-sig"	-0.0164738187123092	0.00150212432533572	"non-sig"	-0.30720388511111	0.0242624475611922	"non-sig"	0.354711227740552	0.0887525554245053	"non-sig"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;UBA11471;UBA11471;UBA11471 sp000434215;MGS.337"	8.5875275129465e-16	0	"non-sig"	8.58752751294655e-16	4.4098665221655e-31	"non-sig"	1.0238350148368	0.00438132863972366	"non-sig"	0.0168101845449486	0.0085416589576094	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Choladousia;Choladousia sp902363135;MGS.272"	0.980704576184565	0.0747407321726485	"non-sig"	1.24219901094004	0.0620242086156478	"non-sig"	1.25970718117508	0.093742473721732	"non-sig"	0.026423252629852	0.0257222102819602	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA3402;UBA3402 sp003478355;MGS.101"	-5.036733309294e-15	3.26702521920042e-29	"non-sig"	1.79595330948266	0.0524495042948288	"robust"	-1.903005923956e-15	1.17321469532516e-29	"non-sig"	-1.38959919491104e-10	6.16610582112581e-10	"non-sig"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Coprobacillaceae;Catenibacterium;Catenibacterium sp000437715;MGS.1381"	0.465876104723187	0.0138012794730556	"robust"	0.471528666640749	0.030457121051232	"variable"	0.306895657528398	0.00638860146859068	"non-sig"	0.0292010531404525	0.0856275330884667	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Intestinibacter;Intestinibacter bartlettii;MGS.899"	-0.198294768559277	0.0292691891480254	"non-sig"	-0.427775174337348	0.0627078721255217	"non-sig"	0.00534294283692097	0.0238860118843951	"non-sig"	-0.540309020835878	0.105273910276938	"variable"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_D;MGS.992"	3.20823528811969	0.0755721780129137	"robust"	4.69055066983104	0.125640939572623	"robust"	0.568568059153119	0.152400395851897	"non-sig"	3.20546805522454	0.179829888774355	"robust"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;HGM13006;HGM13006 sp900756575;MGS.770"	7.44792449548661e-16	8.93321849774477e-17	"non-sig"	7.74526992578497e-16	1.11561663319018e-16	"non-sig"	1.35152510452469e-11	1.75952711958473e-15	"non-sig"	1.21479733281617e-05	8.38239249736148e-06	"non-sig"
"Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas funiformis;MGS.13"	0.345702513315016	0.0674574703271179	"non-sig"	0.639932362312882	0.0446730465759076	"non-sig"	0.0151479757134508	0.0376709513514404	"non-sig"	-0.00495748580110407	0.0117888795116399	"non-sig"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Coprobacillaceae;Faecalibacillus;Faecalibacillus intestinalis;MGS.947"	2.31716470847626	0.0791995611332823	"robust"	3.07513287991977	0.146940176571084	"robust"	1.59176283371432	0.0896563166567323	"variable"	0.84485369590881	0.135546804656487	"non-sig"
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Morganella;Morganella morganii;MGS.375"	-4.7097345805125e-15	2.3880181353444e-15	"variable"	-4.79690757346231e-15	4.01812788036456e-15	"variable"	-3.29786558780169e-05	9.01901574134848e-06	"non-sig"	-4.30996071630933e-08	8.05530193804733e-08	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Choladocola;Choladocola sp003481535;MGS.835"	2.32173653629645	0.0551096281237236	"robust"	2.46723008795192	0.0698137257352957	"robust"	3.20181128943705	0.0881545868218189	"robust"	-5.47011281806359e-06	6.84058951686425e-06	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes caccae;MGS.1329"	-2.5910687237598e-15	2.54789153609976e-29	"non-sig"	-0.726787400905971	0.0416747527550248	"variable"	1.41632973858748e-05	3.29542891605102e-06	"non-sig"	-0.442478316991852	0.0551160483124333	"variable"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R sp000433975;MGS.325"	1.70166035824125e-09	4.0670196059238e-09	"non-sig"	3.56297048510988e-06	7.96622467210187e-06	"non-sig"	0.122659207152179	0.016235534619031	"non-sig"	9.19555337629588e-07	4.11232744848032e-06	"non-sig"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus lutetiensis;MGS.1442"	-0.27113356840875	0.279964980347666	"variable"	-1.18476104847208	0.415887805208732	"variable"	-0.0221402528991065	0.0342002187984961	"non-sig"	-0.608997803775072	0.223559787812262	"variable"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Avimicrobium;Avimicrobium caecorum;MGS.124"	0.0355329969273555	0.0317260905346494	"non-sig"	0.639334357278565	0.0974972379783047	"non-sig"	-0.440903110937693	0.0314585293729388	"non-sig"	0.557142511131066	0.0777353630908739	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Clostridium_A;Clostridium_A leptum;MGS.107"	1.80043323671141	0.0752610032877061	"robust"	1.80869624184842	0.11079850765281	"robust"	2.03893070810836	0.110629415274814	"robust"	0.450201723371272	0.0438002373726883	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Faecalimonas;Faecalimonas umbilicata;MGS.289"	-1.67676825453652	0.0380475936044427	"robust"	-3.19993365235135	0.108856845913799	"robust"	-0.17809666239849	0.00536126020448039	"non-sig"	-2.48974939594369	0.14185012458286	"robust"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes putredinis;MGS.286"	5.28321818076774	0.0694079737661595	"robust"	5.35453857674192	0.0671062072737363	"robust"	5.49253824139183	0.110872898862977	"robust"	0.67051932186775	0.221275977764349	"non-sig"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900539695;MGS.884"	2.73279706563412	0.0261832330325007	"robust"	3.09668241541334	0.0733040470841769	"robust"	2.43661412336835	0.0411064616825225	"non-sig"	0.523757956853547	0.0542295458682345	"non-sig"
"Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;MGS.898"	0.395348656891596	0.073142644949699	"non-sig"	0.60422911634188	0.101408493271854	"non-sig"	-0.0953951552053649	0.10438492732694	"non-sig"	0.872157002232689	0.106469393837892	"non-sig"
